date,daily_sales,orders,avg_order_value,primary_category,marketing_spend,seasonal_multiplier,growth_factor,weekday,month,year,revenue_per_marketing,is_weekend,day_of_week,week_of_year,quarter
2022-11-03,9399.75,127,74.01,accessories,63.07,1.6,1.293,Thursday,November,2022,149.0367845251308,False,Thursday,44,4
2022-11-04,5834.74,75,77.8,clothing,92.75,1.6,1.293,Friday,November,2022,62.908247978436656,False,Friday,44,4
2022-11-05,9662.2,164,58.92,home_goods,76.92,1.84,1.294,Saturday,November,2022,125.6136245449818,True,Saturday,44,4
2022-11-06,9529.04,189,50.42,clothing,134.61,1.84,1.294,Sunday,November,2022,70.78998588514969,True,Sunday,44,4
2022-11-07,4965.41,91,54.56,home_goods,60.9,1.6,1.295,Monday,November,2022,81.53382594417077,False,Monday,45,4
2022-11-08,6771.06,113,59.92,accessories,135.72,1.6,1.295,Tuesday,November,2022,49.889920424403186,False,Tuesday,45,4
2022-11-09,7423.09,166,44.72,accessories,118.25,1.6,1.296,Wednesday,November,2022,62.77454545454545,False,Wednesday,45,4
2022-11-10,5546.98,87,63.76,accessories,130.24,1.6,1.296,Thursday,November,2022,42.5904484029484,False,Thursday,45,4
2022-11-11,7198.08,105,68.55,home_goods,131.19,1.6,1.297,Friday,November,2022,54.8675966155957,False,Friday,45,4
2022-11-12,7889.98,112,70.45,clothing,117.77,1.84,1.297,Saturday,November,2022,66.99482041266876,True,Saturday,45,4
2022-11-13,8163.18,127,64.28,clothing,121.75,1.84,1.298,Sunday,November,2022,67.04870636550308,True,Sunday,45,4
2022-11-14,7063.51,107,66.01,accessories,68.92,1.6,1.298,Monday,November,2022,102.48853743470691,False,Monday,46,4
2022-11-15,10327.4,141,73.24,clothing,132.87,1.6,1.299,Tuesday,November,2022,77.7255964476556,False,Tuesday,46,4
2022-11-16,8216.3,119,69.04,clothing,86.3,1.6,1.299,Wednesday,November,2022,95.20625724217844,False,Wednesday,46,4
2022-11-17,8543.41,107,79.84,clothing,138.64,1.6,1.3,Thursday,November,2022,61.62298038084248,False,Thursday,46,4
2022-11-18,7738.58,118,65.58,home_goods,63.93,1.6,1.3,Friday,November,2022,121.04770843109651,False,Friday,46,4
2022-11-19,7672.96,173,44.35,clothing,85.72,1.84,1.301,Saturday,November,2022,89.51189920671955,True,Saturday,46,4
2022-11-20,10903.09,162,67.3,accessories,102.57,2.3,1.301,Sunday,November,2022,106.29901530661988,True,Sunday,46,4
2022-11-21,7173.49,101,71.02,home_goods,92.22,2.0,1.302,Monday,November,2022,77.78670570375189,False,Monday,47,4
2022-11-22,8298.67,126,65.86,clothing,75.66,2.0,1.302,Tuesday,November,2022,109.6837166270156,False,Tuesday,47,4
2022-11-23,12862.45,201,63.99,clothing,149.57,2.0,1.303,Wednesday,November,2022,85.99618907534935,False,Wednesday,47,4
2022-11-24,10844.09,186,58.3,clothing,706.33,2.0,1.303,Thursday,November,2022,15.352724647119617,False,Thursday,47,4
2022-11-25,9399.82,130,72.31,clothing,122.4,2.0,1.304,Friday,November,2022,76.79591503267973,False,Friday,47,4
2022-11-26,6494.29,109,59.58,clothing,112.13,2.3,1.304,Saturday,November,2022,57.917506465709444,True,Saturday,47,4
2022-11-27,10424.35,172,60.61,home_goods,73.27,2.3,1.305,Sunday,November,2022,142.27309949501844,True,Sunday,47,4
2022-11-28,6001.04,88,68.19,accessories,100.89,2.0,1.305,Monday,November,2022,59.48101893150957,False,Monday,48,4
2022-11-29,8759.16,178,49.21,home_goods,125.46,2.0,1.306,Tuesday,November,2022,69.81635581061693,False,Tuesday,48,4
2022-11-30,2226.296438610986,192,59.99,home_goods,340.85,2.0,1.306,Wednesday,November,2022,6.531601697553135,False,Wednesday,48,4
2022-12-01,13465.85,258,52.19,clothing,344.7,1.8,1.307,Thursday,December,2022,39.06541920510589,False,Thursday,48,4
2022-12-02,4704.5,105,44.8,clothing,140.53,1.8,1.307,Friday,December,2022,33.47683768590336,False,Friday,48,4
2022-12-03,7823.34,143,54.71,clothing,56.02,2.07,1.308,Saturday,December,2022,139.6526240628347,True,Saturday,48,4
2022-12-04,9231.22,138,66.89,clothing,113.49,2.07,1.308,Sunday,December,2022,81.33950127764561,True,Sunday,48,4
2022-12-05,9846.56,146,67.44,home_goods,74.7,1.8,1.309,Monday,December,2022,131.81472556894244,False,Monday,49,4
2022-12-06,7506.9,118,63.62,clothing,143.48,1.8,1.309,Tuesday,December,2022,52.320183997769725,False,Tuesday,49,4
2022-12-07,8840.37,204,43.34,clothing,87.71,1.8,1.31,Wednesday,December,2022,100.7909018355946,False,Wednesday,49,4
2022-12-08,6818.53,95,71.77,accessories,100.33,1.8,1.31,Thursday,December,2022,67.96102860560151,False,Thursday,49,4
2022-12-09,8920.45,154,57.92,clothing,104.7,1.8,1.311,Friday,December,2022,85.20009551098377,False,Friday,49,4
2022-12-10,8163.14,133,61.38,home_goods,89.22,2.07,1.311,Saturday,December,2022,91.49450795785698,True,Saturday,49,4
2022-12-11,10548.27,208,50.71,clothing,127.52,2.07,1.312,Sunday,December,2022,82.71855395232122,True,Sunday,49,4
2022-12-12,10308.76,137,75.25,clothing,83.48,1.8,1.312,Monday,December,2022,123.48778150455199,False,Monday,50,4
2022-12-13,5585.16,72,77.57,clothing,109.65,1.8,1.313,Tuesday,December,2022,50.936251709986315,False,Tuesday,50,4
2022-12-14,6384.82,79,80.82,clothing,114.28,1.8,1.313,Wednesday,December,2022,55.86996849842492,False,Wednesday,50,4
2022-12-15,10468.42,164,63.83,clothing,70.41,1.8,1.314,Thursday,December,2022,148.67802868910667,False,Thursday,50,4
2022-12-16,14465.75,217,66.66,clothing,389.66,1.8,1.314,Friday,December,2022,37.12403120669301,False,Friday,50,4
2022-12-17,7610.45,132,57.65,clothing,58.06,2.07,1.315,Saturday,December,2022,131.07905614881156,True,Saturday,50,4
2022-12-18,7205.81,100,72.06,accessories,142.61,2.07,1.315,Sunday,December,2022,50.52808358460136,True,Sunday,50,4
2022-12-19,5704.24,85,67.11,clothing,105.4,1.8,1.316,Monday,December,2022,54.119924098671724,False,Monday,51,4
2022-12-20,10213.25,148,69.01,accessories,125.98,2.34,1.316,Tuesday,December,2022,81.07040800127004,False,Tuesday,51,4
2022-12-21,8346.94,132,63.23,accessories,138.09,2.34,1.317,Wednesday,December,2022,60.445651386776746,False,Wednesday,51,4
2022-12-22,10622.48,178,59.68,clothing,146.16,2.34,1.317,Thursday,December,2022,72.67706622879037,False,Thursday,51,4
2022-12-23,6069.23,85,71.4,clothing,106.9,2.34,1.318,Friday,December,2022,56.77483629560336,False,Friday,51,4
2022-12-24,14359.95,215,66.79,accessories,129.39,2.691,1.318,Saturday,December,2022,110.98191514027361,True,Saturday,51,4
2022-12-25,12351.9,193,64.0,clothing,134.5,2.691,1.319,Sunday,December,2022,91.83568773234201,True,Sunday,51,4
2022-12-26,8343.17,154,54.18,accessories,85.7,1.8,1.319,Monday,December,2022,97.35320886814469,False,Monday,52,4
2022-12-27,9479.56,167,56.76,accessories,102.57,1.8,1.32,Tuesday,December,2022,92.42039582723993,False,Tuesday,52,4
2022-12-28,4852.02,88,55.14,clothing,102.5,1.8,1.32,Wednesday,December,2022,47.33678048780488,False,Wednesday,52,4
2022-12-29,10149.58,146,69.52,accessories,70.6,1.8,1.321,Thursday,December,2022,143.7617563739377,False,Thursday,52,4
2022-12-30,7976.74,170,46.92,accessories,123.13,1.8,1.321,Friday,December,2022,64.78307479899293,False,Friday,52,4
2022-12-31,10318.7,179,57.65,home_goods,139.74,2.07,1.322,Saturday,December,2022,73.84213539430371,True,Saturday,52,4
2023-01-01,3311.02,45,73.58,clothing,102.57,0.92,1.322,Sunday,January,2023,32.2805888661402,True,Sunday,52,1
2023-01-02,3140.79,59,53.23,clothing,134.75,0.8,1.323,Monday,January,2023,23.308274582560298,False,Monday,1,1
2023-01-03,4387.54,61,71.93,home_goods,69.65,0.8,1.323,Tuesday,January,2023,62.99411342426417,False,Tuesday,1,1
2023-01-04,2403.9,33,72.85,clothing,93.54,0.8,1.324,Wednesday,January,2023,25.699166132135982,False,Wednesday,1,1
2023-01-05,3008.36,55,54.7,clothing,106.44,0.8,1.324,Thursday,January,2023,28.263434798947767,False,Thursday,1,1
2023-01-06,3867.31,57,67.85,accessories,146.98,0.8,1.325,Friday,January,2023,26.311811130766092,False,Friday,1,1
2023-01-07,3224.51,51,63.23,accessories,112.34,0.92,1.325,Saturday,January,2023,28.703133345202065,True,Saturday,1,1
2023-01-08,6979.5,116,60.17,clothing,101.93,0.92,1.326,Sunday,January,2023,68.4734621799274,True,Sunday,1,1
2023-01-09,3120.03,45,69.33,clothing,93.77,0.8,1.326,Monday,January,2023,33.27322171270129,False,Monday,2,1
2023-01-10,1970.08,30,65.67,accessories,142.26,0.8,1.327,Tuesday,January,2023,13.848446506396739,False,Tuesday,2,1
2023-01-11,3280.8,50,65.62,accessories,142.05,0.8,1.327,Wednesday,January,2023,23.096092925026397,False,Wednesday,2,1
2023-01-12,3314.55,47,70.52,accessories,58.54,0.8,1.328,Thursday,January,2023,56.620259651520335,False,Thursday,2,1
2023-01-13,2878.11,49,58.74,accessories,57.49,0.8,1.328,Friday,January,2023,50.062793529309445,False,Friday,2,1
2023-01-14,3207.3,47,68.24,clothing,56.19,0.92,1.329,Saturday,January,2023,57.07955152162307,True,Saturday,2,1
2023-01-15,4980.4,77,64.68,accessories,92.17,0.92,1.329,Sunday,January,2023,54.034935445372675,True,Sunday,2,1
2023-01-16,2919.52,47,62.12,clothing,83.24,0.8,1.33,Monday,January,2023,35.07352234502643,False,Monday,3,1
2023-01-17,3535.19,52,67.98,accessories,147.01,0.8,1.33,Tuesday,January,2023,24.047275695530917,False,Tuesday,3,1
2023-01-18,3795.42,101,37.58,accessories,113.08,0.8,1.331,Wednesday,January,2023,33.56402546869473,False,Wednesday,3,1
2023-01-19,2554.41,34,75.13,accessories,55.62,0.8,1.331,Thursday,January,2023,45.926105717367854,False,Thursday,3,1
2023-01-20,3806.49,62,61.39,accessories,74.97,0.8,1.332,Friday,January,2023,50.7735094037615,False,Friday,3,1
2023-01-21,5958.12,103,57.85,accessories,426.19,0.92,1.332,Saturday,January,2023,13.979961988784344,True,Saturday,3,1
2023-01-22,4272.75,77,55.49,accessories,107.57,0.92,1.333,Sunday,January,2023,39.72064702054477,True,Sunday,3,1
2023-01-23,4150.37,74,56.09,clothing,139.92,0.8,1.333,Monday,January,2023,29.662449971412236,False,Monday,4,1
2023-01-24,4024.77,52,77.4,clothing,140.88,0.8,1.334,Tuesday,January,2023,28.568781942078367,False,Tuesday,4,1
2023-01-25,3657.84,60,60.96,clothing,72.58,0.8,1.334,Wednesday,January,2023,50.39735464315239,False,Wednesday,4,1
2023-01-26,3487.31,56,62.27,accessories,64.8,0.8,1.335,Thursday,January,2023,53.816512345679016,False,Thursday,4,1
2023-01-27,4851.48,73,66.46,clothing,467.5,0.8,1.335,Friday,January,2023,10.377497326203208,False,Friday,4,1
2023-01-28,4560.58,74,61.63,clothing,141.32,0.92,1.336,Saturday,January,2023,32.27129917916785,True,Saturday,4,1
2023-01-29,4354.21,77,56.55,accessories,143.82,0.92,1.336,Sunday,January,2023,30.275413711583926,True,Sunday,4,1
2023-01-30,2919.95,49,59.59,accessories,142.94,0.8,1.337,Monday,January,2023,20.42780187491255,False,Monday,5,1
2023-01-31,3193.16,41,77.88,clothing,80.45,0.8,1.338,Tuesday,January,2023,39.69123679303915,False,Tuesday,5,1
2023-02-01,3776.22,65,58.1,clothing,68.07,0.85,1.338,Wednesday,February,2023,55.475539885412076,False,Wednesday,5,1
2023-02-02,3648.8,57,64.01,accessories,72.83,0.85,1.339,Thursday,February,2023,50.10023342029384,False,Thursday,5,1
2023-02-03,3296.36,51,64.63,accessories,102.57,0.85,1.339,Friday,February,2023,32.13766208443015,False,Friday,5,1
2023-02-04,6632.27,99,66.99,clothing,120.11,0.977,1.34,Saturday,February,2023,55.21829989176589,True,Saturday,5,1
2023-02-05,2521.54,41,61.5,home_goods,116.13,0.977,1.34,Sunday,February,2023,21.713080168776372,True,Sunday,5,1
2023-02-06,2766.44,35,79.04,home_goods,121.73,0.85,1.341,Monday,February,2023,22.726033023905362,False,Monday,6,1
2023-02-07,4191.26,65,64.48,accessories,97.51,0.85,1.341,Tuesday,February,2023,42.98287355143062,False,Tuesday,6,1
2023-02-08,3205.65,51,62.86,home_goods,91.72,0.85,1.342,Wednesday,February,2023,34.95039249890973,False,Wednesday,6,1
2023-02-09,4002.65,57,70.22,clothing,55.46,0.85,1.342,Thursday,February,2023,72.17183555715832,False,Thursday,6,1
2023-02-10,4672.47,76,61.48,accessories,69.27,0.85,1.343,Friday,February,2023,67.45300996102209,False,Friday,6,1
2023-02-11,3555.89,63,56.44,home_goods,72.75,0.977,1.343,Saturday,February,2023,48.87821305841924,True,Saturday,6,1
2023-02-12,3289.88,59,55.76,clothing,96.04,0.977,1.344,Sunday,February,2023,34.255310287380254,True,Sunday,6,1
2023-02-13,5491.85,101,54.37,accessories,664.69,0.85,1.344,Monday,February,2023,8.262272638372774,False,Monday,7,1
2023-02-14,3435.53,49,70.11,clothing,51.05,0.85,1.345,Tuesday,February,2023,67.29735553379041,False,Tuesday,7,1
2023-02-15,4316.65,69,62.56,home_goods,97.7,0.85,1.345,Wednesday,February,2023,44.18270214943705,False,Wednesday,7,1
2023-02-16,3950.27,110,35.91,clothing,146.21,0.85,1.346,Thursday,February,2023,27.017782641406196,False,Thursday,7,1
2023-02-17,3522.83,49,71.89,clothing,64.28,0.85,1.346,Friday,February,2023,54.80444928438083,False,Friday,7,1
2023-02-18,4147.69,59,70.3,clothing,65.45,0.977,1.347,Saturday,February,2023,63.37188693659281,True,Saturday,7,1
2023-02-19,2407.24,34,70.8,accessories,58.7,0.977,1.347,Sunday,February,2023,41.00919931856899,True,Sunday,7,1
2023-02-20,5436.01,71,76.56,home_goods,469.97,0.85,1.348,Monday,February,2023,11.566717024490925,False,Monday,8,1
2023-02-21,3434.31,46,74.66,clothing,103.82,0.85,1.348,Tuesday,February,2023,33.079464457715275,False,Tuesday,8,1
2023-02-22,6203.63,93,66.71,home_goods,104.38,0.85,1.349,Wednesday,February,2023,59.4331289519065,False,Wednesday,8,1
2023-02-23,5210.26,74,70.41,clothing,87.1,0.85,1.349,Thursday,February,2023,59.81928817451206,False,Thursday,8,1
2023-02-24,2573.95,37,69.57,clothing,98.42,0.85,1.35,Friday,February,2023,26.152712863239177,False,Friday,8,1
2023-02-25,5717.7,114,50.16,clothing,73.83,0.977,1.35,Saturday,February,2023,77.44412840308817,True,Saturday,8,1
2023-02-26,2572.17,34,75.65,accessories,107.12,0.977,1.351,Sunday,February,2023,24.012042569081405,True,Sunday,8,1
2023-02-27,3893.66,69,56.43,clothing,87.2,0.85,1.351,Monday,February,2023,44.65206422018348,False,Monday,9,1
2023-02-28,3692.02,64,57.69,home_goods,145.81,0.85,1.352,Tuesday,February,2023,25.320759893011452,False,Tuesday,9,1
2023-03-01,7132.47,156,45.72,accessories,94.34,2.0,1.352,Wednesday,March,2023,75.60387958448166,False,Wednesday,9,1
2023-03-02,9769.03,196,49.84,clothing,54.93,2.0,1.353,Thursday,March,2023,177.8450755507009,False,Thursday,9,1
2023-03-03,6554.0,117,56.02,home_goods,82.07,2.0,1.353,Friday,March,2023,79.85865724381627,False,Friday,9,1
2023-03-04,6191.86,85,72.85,accessories,148.33,2.3,1.354,Saturday,March,2023,41.74381446774084,True,Saturday,9,1
2023-03-05,7827.16,117,66.9,accessories,58.86,2.3,1.355,Sunday,March,2023,132.97927285083247,True,Sunday,9,1
2023-03-06,8071.87,126,64.06,clothing,53.04,2.0,1.355,Monday,March,2023,152.18457767722472,False,Monday,10,1
2023-03-07,12711.02,253,50.24,accessories,145.33,2.0,1.356,Tuesday,March,2023,87.46315282460607,False,Tuesday,10,1
2023-03-08,7698.25,94,81.9,clothing,71.35,2.0,1.356,Wednesday,March,2023,107.89418360196217,False,Wednesday,10,1
2023-03-09,7239.31,100,72.39,clothing,89.09,2.0,1.357,Thursday,March,2023,81.25839039173869,False,Thursday,10,1
2023-03-10,6473.52,98,66.06,clothing,127.77,2.0,1.357,Friday,March,2023,50.66541441652971,False,Friday,10,1
2023-03-11,10647.08,172,61.9,clothing,81.28,2.3,1.358,Saturday,March,2023,130.9926181102362,True,Saturday,10,1
2023-03-12,6611.99,89,74.29,clothing,126.62,2.3,1.358,Sunday,March,2023,52.219159690412255,True,Sunday,10,1
2023-03-13,8481.81,157,54.02,accessories,122.7,2.0,1.359,Monday,March,2023,69.12640586797066,False,Monday,11,1
2023-03-14,13485.96,183,73.69,home_goods,97.44,2.4,1.359,Tuesday,March,2023,138.4027093596059,False,Tuesday,11,1
2023-03-15,6990.21,107,65.33,clothing,113.17,2.4,1.36,Wednesday,March,2023,61.767341168154104,False,Wednesday,11,1
2023-03-16,7183.53,133,54.01,accessories,100.41,2.4,1.36,Thursday,March,2023,71.54197789064834,False,Thursday,11,1
2023-03-17,11792.02,163,72.34,clothing,142.77,3.0,1.361,Friday,March,2023,82.59452265882187,False,Friday,11,1
2023-03-18,14883.58,198,75.17,accessories,61.4,2.76,1.361,Saturday,March,2023,242.40358306188926,True,Saturday,11,1
2023-03-19,12798.46,195,65.63,accessories,95.84,2.76,1.362,Sunday,March,2023,133.53985809682803,True,Sunday,11,1
2023-03-20,9639.9,139,69.35,accessories,104.54,2.4,1.362,Monday,March,2023,92.21255022001147,False,Monday,12,1
2023-03-21,5858.14,68,86.15,clothing,60.43,2.0,1.363,Tuesday,March,2023,96.94092338242595,False,Tuesday,12,1
2023-03-22,11095.16,181,61.3,clothing,112.61,2.0,1.363,Wednesday,March,2023,98.5273066335139,False,Wednesday,12,1
2023-03-23,8335.26,114,73.12,clothing,111.04,2.0,1.364,Thursday,March,2023,75.0653818443804,False,Thursday,12,1
2023-03-24,8198.66,120,68.32,clothing,84.1,2.0,1.364,Friday,March,2023,97.48703923900119,False,Friday,12,1
2023-03-25,10473.51,138,75.89,accessories,122.53,2.3,1.365,Saturday,March,2023,85.47710764710683,True,Saturday,12,1
2023-03-26,10112.86,169,59.84,clothing,141.18,2.3,1.365,Sunday,March,2023,71.63096755914435,True,Sunday,12,1
2023-03-27,8262.13,128,64.55,clothing,120.15,2.0,1.366,Monday,March,2023,68.76512692467747,False,Monday,13,1
2023-03-28,10436.06,180,57.98,home_goods,81.17,2.0,1.366,Tuesday,March,2023,128.57040778612787,False,Tuesday,13,1
2023-03-29,10309.17,189,54.55,accessories,97.79,2.0,1.367,Wednesday,March,2023,105.42151549238163,False,Wednesday,13,1
2023-03-30,8053.77,130,61.95,accessories,62.53,2.0,1.368,Thursday,March,2023,128.79849672157366,False,Thursday,13,1
2023-03-31,7555.83,174,43.42,clothing,139.08,2.0,1.368,Friday,March,2023,54.32722174288179,False,Friday,13,1
2023-04-01,7313.75,107,68.35,clothing,92.13,1.265,1.369,Saturday,April,2023,79.38510799956583,True,Saturday,13,2
2023-04-02,4381.49,61,71.83,clothing,141.11,1.265,1.369,Sunday,April,2023,31.050173623414352,True,Sunday,13,2
2023-04-03,5306.71,79,67.17,accessories,104.65,1.1,1.37,Monday,April,2023,50.70912565695174,False,Monday,14,2
2023-04-04,5183.08,76,68.2,clothing,68.82,1.1,1.37,Tuesday,April,2023,75.31357163615229,False,Tuesday,14,2
2023-04-05,4752.98,62,76.66,clothing,82.67,1.1,1.371,Wednesday,April,2023,57.49340752389016,False,Wednesday,14,2
2023-04-06,6683.03,95,70.35,accessories,575.39,1.1,1.371,Thursday,April,2023,11.614783016736475,False,Thursday,14,2
2023-04-07,3906.57,53,73.71,home_goods,62.99,1.1,1.372,Friday,April,2023,62.01889188760121,False,Friday,14,2
2023-04-08,7362.74,95,77.5,accessories,68.41,1.265,1.372,Saturday,April,2023,107.62666276860108,True,Saturday,14,2
2023-04-09,7109.08,117,60.76,accessories,124.75,1.265,1.373,Sunday,April,2023,56.9866132264529,True,Sunday,14,2
2023-04-10,5823.36,96,60.66,clothing,145.8,1.1,1.373,Monday,April,2023,39.940740740740736,False,Monday,15,2
2023-04-11,4427.87,64,69.19,accessories,99.44,1.1,1.374,Tuesday,April,2023,44.52805711987128,False,Tuesday,15,2
2023-04-12,3880.23,54,71.86,clothing,64.66,1.1,1.374,Wednesday,April,2023,60.00974327250233,False,Wednesday,15,2
2023-04-13,6891.31,157,43.89,home_goods,80.95,1.1,1.375,Thursday,April,2023,85.13045089561457,False,Thursday,15,2
2023-04-14,4257.5,92,46.28,clothing,79.48,1.1,1.375,Friday,April,2023,53.56693507800704,False,Friday,15,2
2023-04-15,5690.54,79,72.03,clothing,60.35,1.265,1.376,Saturday,April,2023,94.29229494614746,True,Saturday,15,2
2023-04-16,6127.95,89,68.85,clothing,95.29,1.265,1.376,Sunday,April,2023,64.3084269073355,True,Sunday,15,2
2023-04-17,4012.16,63,63.69,accessories,64.39,1.1,1.377,Monday,April,2023,62.31029662991148,False,Monday,16,2
2023-04-18,3675.77,52,70.69,clothing,63.03,1.1,1.378,Tuesday,April,2023,58.317785181659524,False,Tuesday,16,2
2023-04-19,5006.07,65,77.02,accessories,103.73,1.1,1.378,Wednesday,April,2023,48.2605803528391,False,Wednesday,16,2
2023-04-20,6877.17,107,64.27,accessories,53.9,1.1,1.379,Thursday,April,2023,127.59128014842301,False,Thursday,16,2
2023-04-21,5028.55,69,72.88,clothing,148.0,1.1,1.379,Friday,April,2023,33.97668918918919,False,Friday,16,2
2023-04-22,5820.27,112,51.97,clothing,141.02,1.265,1.38,Saturday,April,2023,41.272656360799886,True,Saturday,16,2
2023-04-23,3749.4,54,69.43,clothing,143.62,1.265,1.38,Sunday,April,2023,26.106391867427934,True,Sunday,16,2
2023-04-24,5742.79,79,72.69,accessories,76.8,1.1,1.381,Monday,April,2023,74.77591145833334,False,Monday,17,2
2023-04-25,7657.68,113,67.77,clothing,576.05,1.1,1.381,Tuesday,April,2023,13.293429389809914,False,Tuesday,17,2
2023-04-26,4279.92,63,67.94,clothing,90.52,1.1,1.382,Wednesday,April,2023,47.28148475475034,False,Wednesday,17,2
2023-04-27,4967.25,85,58.44,accessories,149.94,1.1,1.382,Thursday,April,2023,33.12825130052021,False,Thursday,17,2
2023-04-28,4838.0,74,65.38,clothing,141.58,1.1,1.383,Friday,April,2023,34.17149314874982,False,Friday,17,2
2023-04-29,4757.19,78,60.99,clothing,77.17,1.265,1.383,Saturday,April,2023,61.64558766359984,True,Saturday,17,2
2023-04-30,6410.68,77,83.26,clothing,148.14,1.265,1.384,Sunday,April,2023,43.27447009585528,True,Sunday,17,2
2023-05-01,4807.08,66,72.83,accessories,62.04,1.15,1.384,Monday,May,2023,77.4835589941973,False,Monday,18,2
2023-05-02,5930.88,80,74.14,clothing,94.59,1.15,1.385,Tuesday,May,2023,62.70091975895972,False,Tuesday,18,2
2023-05-03,5932.3,89,66.66,accessories,86.15,1.15,1.385,Wednesday,May,2023,68.86012768427162,False,Wednesday,18,2
2023-05-04,5472.06,70,78.17,home_goods,93.21,1.15,1.386,Thursday,May,2023,58.70679111683297,False,Thursday,18,2
2023-05-05,6314.7,109,57.93,accessories,91.74,1.15,1.386,Friday,May,2023,68.83257030739045,False,Friday,18,2
2023-05-06,6035.19,100,60.35,clothing,100.6,1.322,1.387,Saturday,May,2023,59.991948310139165,True,Saturday,18,2
2023-05-07,5858.53,72,81.37,clothing,50.75,1.322,1.388,Sunday,May,2023,115.43901477832512,True,Sunday,18,2
2023-05-08,4833.36,62,77.96,clothing,73.3,1.15,1.388,Monday,May,2023,65.9394270122783,False,Monday,19,2
2023-05-09,5181.76,73,70.98,accessories,91.56,1.15,1.389,Tuesday,May,2023,56.594145915246834,False,Tuesday,19,2
2023-05-10,5106.9,96,53.2,clothing,98.79,1.15,1.389,Wednesday,May,2023,51.694503492256295,False,Wednesday,19,2
2023-05-11,5340.15,65,82.16,accessories,106.59,1.15,1.39,Thursday,May,2023,50.09991556431184,False,Thursday,19,2
2023-05-12,4075.16,64,63.67,home_goods,69.23,1.15,1.39,Friday,May,2023,58.86407626751408,False,Friday,19,2
2023-05-13,6420.62,117,54.88,clothing,113.15,1.322,1.391,Saturday,May,2023,56.74432169686257,True,Saturday,19,2
2023-05-14,7120.87,114,62.46,clothing,112.3,1.322,1.391,Sunday,May,2023,63.4093499554764,True,Sunday,19,2
2023-05-15,4361.14,61,71.49,clothing,121.04,1.15,1.392,Monday,May,2023,36.030568407138134,False,Monday,20,2
2023-05-16,3319.05,67,49.54,clothing,116.64,1.15,1.392,Tuesday,May,2023,28.45550411522634,False,Tuesday,20,2
2023-05-17,4394.34,58,75.76,home_goods,127.68,1.15,1.393,Wednesday,May,2023,34.41682330827068,False,Wednesday,20,2
2023-05-18,8262.41,142,58.19,accessories,83.09,1.15,1.393,Thursday,May,2023,99.43928270550005,False,Thursday,20,2
2023-05-19,4262.73,81,52.63,clothing,91.11,1.15,1.394,Friday,May,2023,46.78663154428712,False,Friday,20,2
2023-05-20,4634.34,73,63.48,accessories,132.54,1.322,1.394,Saturday,May,2023,34.96559529198733,True,Saturday,20,2
2023-05-21,5573.92,71,78.51,home_goods,80.89,1.322,1.395,Sunday,May,2023,68.90740511806156,True,Sunday,20,2
2023-05-22,5310.83,88,60.35,accessories,144.72,1.15,1.396,Monday,May,2023,36.697277501381976,False,Monday,21,2
2023-05-23,6140.73,101,60.8,home_goods,130.51,1.15,1.396,Tuesday,May,2023,47.051796797180295,False,Tuesday,21,2
2023-05-24,9432.23,126,74.86,clothing,522.55,1.15,1.397,Wednesday,May,2023,18.0503875227251,False,Wednesday,21,2
2023-05-25,6172.22,94,65.66,accessories,132.27,1.15,1.397,Thursday,May,2023,46.6637937551977,False,Thursday,21,2
2023-05-26,4990.45,59,84.58,accessories,57.22,1.15,1.398,Friday,May,2023,87.21513456833274,False,Friday,21,2
2023-05-27,4768.87,70,68.13,clothing,67.24,1.322,1.398,Saturday,May,2023,70.92311124330756,True,Saturday,21,2
2023-05-28,7508.26,128,58.66,clothing,101.84,1.322,1.399,Sunday,May,2023,73.72604084838963,True,Sunday,21,2
2023-05-29,6159.96,76,81.05,clothing,100.19,1.15,1.399,Monday,May,2023,61.4827827128456,False,Monday,22,2
2023-05-30,4916.61,86,57.17,home_goods,104.62,1.15,1.4,Tuesday,May,2023,46.99493404702733,False,Tuesday,22,2
2023-05-31,4845.01,81,59.81,accessories,62.89,1.15,1.4,Wednesday,May,2023,77.03943393226268,False,Wednesday,22,2
2023-06-01,7291.98,138,52.84,clothing,128.89,1.4,1.401,Thursday,June,2023,56.57521917914501,False,Thursday,22,2
2023-06-02,7661.72,138,55.52,clothing,136.66,1.4,1.401,Friday,June,2023,56.06410068783843,False,Friday,22,2
2023-06-03,7485.27,110,68.05,accessories,120.03,1.61,1.402,Saturday,June,2023,62.36165958510373,True,Saturday,22,2
2023-06-04,8463.2,130,65.1,accessories,89.42,1.61,1.403,Sunday,June,2023,94.6454931782599,True,Sunday,22,2
2023-06-05,7935.0,103,77.04,clothing,134.68,1.4,1.403,Monday,June,2023,58.91743391743391,False,Monday,23,2
2023-06-06,10866.48,243,44.72,clothing,129.4,1.4,1.404,Tuesday,June,2023,83.9758887171561,False,Tuesday,23,2
2023-06-07,5693.92,95,59.94,accessories,144.93,1.4,1.404,Wednesday,June,2023,39.28738011453805,False,Wednesday,23,2
2023-06-08,5736.47,82,69.96,clothing,85.66,1.4,1.405,Thursday,June,2023,66.96789633434508,False,Thursday,23,2
2023-06-09,7405.78,118,62.76,clothing,74.35,1.4,1.405,Friday,June,2023,99.60699394754539,False,Friday,23,2
2023-06-10,9483.77,132,71.85,clothing,106.37,1.61,1.406,Saturday,June,2023,89.15831531446837,True,Saturday,23,2
